Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
PANK3		1	1	1066	<0.1%	No
MAP7D3		5	5	1066	0.5%	No
NCR3LG1		1	1	1066	<0.1%	No
MCPH1		5	4	1066	0.4%	No
TIMM50		2	2	1066	0.2%	No
NUDCD2		2	2	1066	0.2%	No
ACTR8		6	4	1066	0.4%	No
ZNF321P		2	2	1066	0.2%	No
ATP5IF1		2	2	1066	0.2%	No
EEIG1		5	4	1066	0.4%	No
TMED7-TICAM2		2	2	1066	0.2%	No
TUT7		18	15	1066	1.4%	No
FN3KRP		3	3	1066	0.3%	No
NLRX1		5	5	1066	0.5%	No
VEPH1		5	5	1066	0.5%	No
ZNF329		6	5	1066	0.5%	No
OGFOD2		1	1	1066	<0.1%	No
FASTKD1		6	6	1066	0.6%	No
SMC6		12	10	1066	0.9%	No
VTCN1		2	2	1066	0.2%	Yes
PRUNE2		40	31	1066	2.9%	No
HEATR4		7	7	1066	0.7%	No
R3HDM4		1	1	1066	<0.1%	No
CCDC60		7	7	1066	0.7%	No
TMEM259		1	1	1066	<0.1%	No
OR10P1		1	1	1066	<0.1%	No
CERS3		3	3	1066	0.3%	No
NEIL1		5	5	1066	0.5%	No
PPP1R3B		3	3	1066	0.3%	No
HSPBAP1		9	8	1066	0.8%	No
TERF2IP		4	4	1066	0.4%	No
DHX40		6	5	1066	0.5%	No
ICE2		5	4	1066	0.4%	No
PLEKHF2		3	3	1066	0.3%	No
C3ORF52		5	5	1066	0.5%	No
PARP8		9	7	1066	0.7%	No
CLYBL		4	4	1066	0.4%	No
SHOC1		10	9	1066	0.8%	No
MGME1		6	5	1066	0.5%	No
KIAA1958		3	2	1066	0.2%	No
GAL3ST4		5	5	1066	0.5%	No
ZNF322		2	2	1066	0.2%	No
QTRT2		3	3	1066	0.3%	No
MANEA		2	2	1066	0.2%	No
ZC2HC1C		2	2	1066	0.2%	No
GALNT12		5	5	1066	0.5%	No
HIPK4		1	1	1066	<0.1%	No
SENP5		3	3	1066	0.3%	No
ZNF560		9	8	1066	0.8%	No
ZYG11B		2	2	1066	0.2%	No
TMEM190		4	4	1066	0.4%	No
SLFN12L		12	9	1066	0.8%	No
SLC5A8		2	2	1066	0.2%	No
REEP1		2	2	1066	0.2%	No
ACD		1	1	1066	<0.1%	No
GPBP1		2	2	1066	0.2%	No
RAPH1		7	6	1066	0.6%	No
FOXP2		4	4	1066	0.4%	No
RTL10		2	2	1066	0.2%	No
CENPU		1	1	1066	<0.1%	No
MSANTD2		2	2	1066	0.2%	No
DERL3		1	1	1066	<0.1%	No
CLEC6A		2	2	1066	0.2%	No
ENPP6		5	3	1066	0.3%	No
NBEAL1		22	17	1066	1.6%	No
LRP5L		3	3	1066	0.3%	No
FAM114A1		3	3	1066	0.3%	No
UBE3D		2	2	1066	0.2%	No
TSTD2		4	4	1066	0.4%	No
FNDC9		1	1	1066	<0.1%	No
DDX60L		9	7	1066	0.7%	No
ZNF597		5	5	1066	0.5%	No
IL34		3	3	1066	0.3%	No
BICDL2		1	1	1066	<0.1%	No
SYT8		2	2	1066	0.2%	No
ZNF782		5	5	1066	0.5%	No
CDK15		2	2	1066	0.2%	No
KIR3DX1		1	1	1066	<0.1%	No
DTD1		2	2	1066	0.2%	No
RTN4R		3	3	1066	0.3%	No
MIDN		1	1	1066	<0.1%	No
TMEM255B		1	1	1066	<0.1%	No
ANKRD13D		4	4	1066	0.4%	No
ANKRD42		2	2	1066	0.2%	No
DUS3L		3	2	1066	0.2%	No
DDX60		11	8	1066	0.8%	No
ITLN1		2	2	1066	0.2%	No
KIF21A		12	10	1066	0.9%	No
PMEPA1		5	4	1066	0.4%	No
CARMIL1		13	11	1066	1.0%	No
BMAL2		3	3	1066	0.3%	No
TENT5A		4	4	1066	0.4%	No
CDKN2AIP		5	3	1066	0.3%	No
ZNF280C		11	9	1066	0.8%	No
ANKRD10		3	2	1066	0.2%	No
CA10		3	3	1066	0.3%	No
PPP1R9A		15	15	1066	1.4%	No
MEIOB		1	1	1066	<0.1%	No
RABGAP1L		5	5	1066	0.5%	No
DUSP22		3	3	1066	0.3%	Yes
HMCES		3	2	1066	0.2%	No
G3BP2		8	8	1066	0.8%	No
DENND4B		15	15	1066	1.4%	No
FERMT1		8	8	1066	0.8%	No
OTUB1		2	2	1066	0.2%	No
VPS50		5	5	1066	0.5%	No
LPCAT4		4	4	1066	0.4%	No
MRC2		11	11	1066	1.0%	No
ASAP3		4	4	1066	0.4%	No
SDR39U1		1	1	1066	<0.1%	No
FAM9A		4	4	1066	0.4%	No
KLHL21		2	2	1066	0.2%	No
PRR5		1	1	1066	<0.1%	No
XAB2		5	5	1066	0.5%	No
SV2A		8	8	1066	0.8%	No
KIF16B		21	19	1066	1.8%	No
SRGAP3		7	6	1066	0.6%	No
MTMR8		5	5	1066	0.5%	No
OTOG		2	2	1066	0.2%	No
SLC35E2A		1	1	1066	<0.1%	No
OLFML3		5	4	1066	0.4%	No
AP5Z1		4	4	1066	0.4%	No
DOCK10		24	19	1066	1.8%	No
MRPS22		3	3	1066	0.3%	No
RBM19		9	9	1066	0.8%	No
EMSY		13	11	1066	1.0%	Yes
FAM9C		2	2	1066	0.2%	No
SGSM2		5	5	1066	0.5%	No
TASP1		7	7	1066	0.7%	No
MFF		3	3	1066	0.3%	No
FAM9B		2	2	1066	0.2%	No
RNF10		14	12	1066	1.1%	No
OR5F1		1	1	1066	<0.1%	No
OR5AP2		2	2	1066	0.2%	No
C5ORF15		4	4	1066	0.4%	No
PRTFDC1		2	2	1066	0.2%	No
SEC16A		11	9	1066	0.8%	No
NT5M		1	1	1066	<0.1%	No
NIT2		2	2	1066	0.2%	No
THUMPD1		1	1	1066	<0.1%	No
TTC27		4	4	1066	0.4%	No
TRMT1		8	8	1066	0.8%	No
STAP2		4	4	1066	0.4%	No
SMYD2		2	2	1066	0.2%	No
SUPT7L		2	2	1066	0.2%	No
SMPD4		4	3	1066	0.3%	No
OR52B6		1	1	1066	<0.1%	No
ATP2C2		8	7	1066	0.7%	No
AMBRA1		11	10	1066	0.9%	No
TMCC2		4	4	1066	0.4%	No
ZDHHC7		2	2	1066	0.2%	No
POMGNT1		4	4	1066	0.4%	No
FAM20B		4	4	1066	0.4%	No
MEPE		2	2	1066	0.2%	No
NCAPD2		6	6	1066	0.6%	No
LHX9		5	5	1066	0.5%	No
ARNT2		3	2	1066	0.2%	No
OTUD7B		8	8	1066	0.8%	No
ZNF407		11	11	1066	1.0%	No
HELZ		24	20	1066	1.9%	No
RGS20		5	5	1066	0.5%	No
TMEM225		2	2	1066	0.2%	No
OR8D4		5	5	1066	0.5%	No
SLC39A4		4	4	1066	0.4%	No
CENATAC		2	2	1066	0.2%	No
RGMA		2	2	1066	0.2%	No
WDR93		8	8	1066	0.8%	No
PARP6		7	6	1066	0.6%	No
ANXA1		5	5	1066	0.5%	No
KRBOX4		3	3	1066	0.3%	No
ANXA2		1	1	1066	<0.1%	No
TBC1D22B		6	6	1066	0.6%	No
G2E3		4	4	1066	0.4%	No
LRRC40		7	6	1066	0.6%	No
SHD		5	5	1066	0.5%	No
PAN2		7	7	1066	0.7%	No
SYBU		16	15	1066	1.4%	No
ANXA3		5	5	1066	0.5%	No
ZBTB5		8	8	1066	0.8%	No
ANXA4		5	5	1066	0.5%	No
IQSEC1		3	3	1066	0.3%	No
CHD7		23	23	1066	2.2%	No
ANXA5		2	2	1066	0.2%	No
ZBTB40		5	5	1066	0.5%	No
DEPDC1		7	7	1066	0.7%	No
ANXA6		5	5	1066	0.5%	No
KIF14		15	13	1066	1.2%	No
LPGAT1		6	6	1066	0.6%	No
MFN2		4	4	1066	0.4%	No
PLPP1		3	3	1066	0.3%	No
XYLB		2	2	1066	0.2%	No
PLPP2		2	2	1066	0.2%	No
OXSR1		1	1	1066	<0.1%	No
DLEC1		10	8	1066	0.8%	No
EXOG		2	2	1066	0.2%	No
ABHD17A		2	2	1066	0.2%	No
B3GLCT		1	1	1066	<0.1%	No
CABLES2		4	4	1066	0.4%	No
SEH1L		5	5	1066	0.5%	No
NAT8L		1	1	1066	<0.1%	No
LRRC66		7	7	1066	0.7%	No
FLVCR2		3	3	1066	0.3%	No
KIF18A		5	5	1066	0.5%	No
ANXA7		3	3	1066	0.3%	No
FAM20C		3	3	1066	0.3%	No
ZNF93		4	4	1066	0.4%	No
ANXA11		2	2	1066	0.2%	No
HDHD3		1	1	1066	<0.1%	No
ANXA13		5	5	1066	0.5%	No
NAA16		4	4	1066	0.4%	No
AOAH		5	5	1066	0.5%	No
ATXN7L3		3	3	1066	0.3%	No
ACSS3		11	10	1066	0.9%	No
AOC2		5	4	1066	0.4%	No
BTBD2		1	1	1066	<0.1%	No
CEACAM19		2	2	1066	0.2%	No
TANGO6		7	6	1066	0.6%	No
SPANXN5		3	3	1066	0.3%	No
AOX1		11	11	1066	1.0%	No
SLC25A12		8	8	1066	0.8%	No
MAFB		1	1	1066	<0.1%	Yes
CCNJL		1	1	1066	<0.1%	No
APAF1		10	8	1066	0.8%	No
PLA2G4C		1	1	1066	<0.1%	No
CD302		2	2	1066	0.2%	No
NUDT2		1	1	1066	<0.1%	No
NOP14		8	5	1066	0.5%	No
PUM3		8	8	1066	0.8%	No
RAB20		1	1	1066	<0.1%	No
HMBOX1		3	3	1066	0.3%	No
APOF		3	3	1066	0.3%	No
FAM193A		11	10	1066	0.9%	No
P2RY14		1	1	1066	<0.1%	No
LYAR		4	4	1066	0.4%	No
RDH16		1	1	1066	<0.1%	No
STOX2		4	4	1066	0.4%	No
KLF7		5	5	1066	0.5%	No
PRDM8		5	5	1066	0.5%	No
DCLRE1A		2	2	1066	0.2%	No
PRDM9		8	8	1066	0.8%	No
RUVBL1		3	2	1066	0.2%	No
ARHGAP25		3	3	1066	0.3%	No
GOLGA5		4	4	1066	0.4%	Yes
PDE8B		3	3	1066	0.3%	No
ASMTL		6	6	1066	0.6%	Yes
NPFF		1	1	1066	<0.1%	No
HS3ST4		5	5	1066	0.5%	No
CDK13		10	9	1066	0.8%	No
LUZP2		3	3	1066	0.3%	No
TRIML1		5	5	1066	0.5%	No
PSMG2		3	3	1066	0.3%	No
APBA1		8	8	1066	0.8%	No
NHP2		2	2	1066	0.2%	No
ADPRM		1	1	1066	<0.1%	No
TMPRSS11A		4	3	1066	0.3%	No
APBA2		12	12	1066	1.1%	No
PIGV		2	2	1066	0.2%	No
DTWD1		4	4	1066	0.4%	No
APBB1		3	3	1066	0.3%	No
BBX		10	10	1066	0.9%	No
APBB2		3	3	1066	0.3%	No
INTS8		11	10	1066	0.9%	No
PRDM10		20	16	1066	1.5%	No
APC		23	14	1066	1.3%	Yes
NLRP2		14	14	1066	1.3%	No
PRDM11		2	2	1066	0.2%	No
TCTN1		5	5	1066	0.5%	No
FBXO47		2	2	1066	0.2%	No
APCS		2	2	1066	0.2%	No
TMEM127		1	1	1066	<0.1%	Yes
CERS4		2	2	1066	0.2%	No
AIRE		1	1	1066	<0.1%	No
POGLUT1		2	2	1066	0.2%	No
ADIPOR2		2	2	1066	0.2%	No
APEH		7	4	1066	0.4%	No
USO1		10	9	1066	0.8%	No
CRYZL1		2	2	1066	0.2%	No
GPR85		2	2	1066	0.2%	No
PGBD5		7	7	1066	0.7%	Yes
APEX1		4	4	1066	0.4%	No
MAGEC1		11	9	1066	0.8%	No
GPR173		3	3	1066	0.3%	No
ZNF416		1	1	1066	<0.1%	No
BIRC2		3	2	1066	0.2%	No
PLPP3		1	1	1066	<0.1%	No
RNF126		1	1	1066	<0.1%	No
FAM118B		2	2	1066	0.2%	No
STC2		1	1	1066	<0.1%	No
GFPT2		12	11	1066	1.0%	No
ZNF692		6	6	1066	0.6%	No
RIC3		3	3	1066	0.3%	No
WDR1		1	1	1066	<0.1%	No
CADPS		15	15	1066	1.4%	No
AMMECR1		1	1	1066	<0.1%	No
USP3		1	1	1066	<0.1%	No
HSD17B6		2	2	1066	0.2%	No
MVP		3	3	1066	0.3%	No
TYRO3		5	5	1066	0.5%	Yes
UNC5C		9	9	1066	0.8%	No
RTCA		1	1	1066	<0.1%	No
SKAP1		2	2	1066	0.2%	No
SLC23A2		7	4	1066	0.4%	No
DNAH17		45	36	1066	3.4%	No
SLC23A1		2	2	1066	0.2%	No
SNX31		4	4	1066	0.4%	No
CCDC158		7	6	1066	0.6%	No
BIRC3		2	2	1066	0.2%	Yes
GDAP1		4	4	1066	0.4%	No
ZNF446		1	1	1066	<0.1%	No
TULP4		7	7	1066	0.7%	No
C1ORF54		2	2	1066	0.2%	No
BCL6B		4	3	1066	0.3%	No
XIAP		1	1	1066	<0.1%	Yes
GNG2		1	1	1066	<0.1%	No
HIF1AN		1	1	1066	<0.1%	No
SLC12A9		5	4	1066	0.4%	No
BIRC5		1	1	1066	<0.1%	No
DDX27		9	8	1066	0.8%	No
COQ8A		4	4	1066	0.4%	No
FAM184A		10	9	1066	0.8%	No
APLP1		8	7	1066	0.7%	No
PRPF40A		9	7	1066	0.7%	No
EFL1		3	3	1066	0.3%	No
APLP2		5	5	1066	0.5%	No
DENND4C		8	8	1066	0.8%	No
SCRN3		2	2	1066	0.2%	No
APOA1		4	4	1066	0.4%	No
NPLOC4		4	3	1066	0.3%	No
KIF15		9	8	1066	0.8%	No
FAT4		26	23	1066	2.2%	Yes
APOA2		1	1	1066	<0.1%	No
URGCP		13	5	1066	0.5%	No
TOMM22		1	1	1066	<0.1%	No
APOA4		3	3	1066	0.3%	No
CDC37L1		4	4	1066	0.4%	No
CHPT1		4	4	1066	0.4%	No
CCDC121		3	3	1066	0.3%	No
APOB		43	36	1066	3.4%	No
TP63		4	4	1066	0.4%	Yes
HS3ST1		2	2	1066	0.2%	No
APOBEC1		3	3	1066	0.3%	No
USP15		13	13	1066	1.2%	No
ARMC7		3	3	1066	0.3%	No
HS3ST3A1		2	2	1066	0.2%	No
MFN1		5	5	1066	0.5%	No
RFXANK		3	3	1066	0.3%	No
HS3ST2		5	5	1066	0.5%	No
GPATCH2L		2	2	1066	0.2%	No
TMEM53		2	2	1066	0.2%	No
ADAMTS9		19	16	1066	1.5%	No
SEPTIN7P2		2	2	1066	0.2%	No
NR1H4		5	5	1066	0.5%	No
PCDHGB4		9	8	1066	0.8%	No
NUP153		12	11	1066	1.0%	No
ZRSR2P1		3	3	1066	0.3%	No
NR1I3		5	5	1066	0.5%	No
AKR1C3		1	1	1066	<0.1%	No
NR1D2		5	5	1066	0.5%	No
UBA52		2	2	1066	0.2%	No
KCNK5		3	3	1066	0.3%	No
CLEC2B		1	1	1066	<0.1%	No
UBB		1	1	1066	<0.1%	No
DCHS1		20	16	1066	1.5%	No
CCS		3	3	1066	0.3%	No
PTCH2		6	5	1066	0.5%	No
PEX26		2	2	1066	0.2%	No
AQP8		3	3	1066	0.3%	No
NBPF1		16	12	1066	1.1%	No
RNASEH2B		3	3	1066	0.3%	Yes
PAOX		1	1	1066	<0.1%	No
APOC2		1	1	1066	<0.1%	No
PPP4R3A		9	9	1066	0.8%	No
APOC3		1	1	1066	<0.1%	No
GALNT14		6	5	1066	0.5%	No
NUDT8		1	1	1066	<0.1%	No
UNC93A		4	4	1066	0.4%	No
IWS1		6	6	1066	0.6%	No
APOD		1	1	1066	<0.1%	No
SLC30A6		3	3	1066	0.3%	No
NDNF		6	6	1066	0.6%	No
DPM3		1	1	1066	<0.1%	No
ARMT1		3	3	1066	0.3%	No
MED12		31	29	1066	2.7%	Yes
OGFRL1		4	4	1066	0.4%	No
OASL		7	6	1066	0.6%	No
MED13		23	16	1066	1.5%	No
TNFAIP8L2		1	1	1066	<0.1%	No
U2AF1		2	2	1066	0.2%	Yes
RNASET2		2	2	1066	0.2%	No
TNFSF15		1	1	1066	<0.1%	No
OCEL1		1	1	1066	<0.1%	No
TYRP1		11	10	1066	0.9%	No
SSNA1		1	1	1066	<0.1%	No
THRAP3		11	10	1066	0.9%	No
LIMS2		4	4	1066	0.4%	No
SH3TC2		4	4	1066	0.4%	No
AOC3		4	4	1066	0.4%	No
VSTM4		5	5	1066	0.5%	No
FGFBP1		1	1	1066	<0.1%	No
UBE2D1		2	2	1066	0.2%	No
DOP1B		14	10	1066	0.9%	No
UBE2B		2	2	1066	0.2%	No
NUMB		5	5	1066	0.5%	No
UBE2D3		2	2	1066	0.2%	No
RCE1		2	2	1066	0.2%	No
UBE2D2		3	3	1066	0.3%	No
HNRNPDL		4	4	1066	0.4%	No
THOC1		6	6	1066	0.6%	No
UBE2E1		1	1	1066	<0.1%	No
PDE5A		9	7	1066	0.7%	No
REC8		8	8	1066	0.8%	No
APOH		3	3	1066	0.3%	No
APP		14	12	1066	1.1%	No
KLK3		1	1	1066	<0.1%	No
FAS		1	1	1066	<0.1%	Yes
FASLG		2	2	1066	0.2%	No
SHROOM2		21	17	1066	1.6%	No
AQP2		2	2	1066	0.2%	No
UBC		11	11	1066	1.0%	No
NCOA1		10	9	1066	0.8%	Yes
UBA7		6	6	1066	0.6%	No
CHRD		7	7	1066	0.7%	No
UBA1		9	8	1066	0.8%	No
ABCB11		18	14	1066	1.3%	No
UBE2A		2	2	1066	0.2%	No
EIF3B		4	4	1066	0.4%	No
DGCR2		5	5	1066	0.5%	No
EIF3C		1	1	1066	<0.1%	No
RGS10		2	2	1066	0.2%	No
UBE2L3		1	1	1066	<0.1%	No
PTBP3		6	6	1066	0.6%	No
RGS7		14	12	1066	1.1%	No
EIF3A		11	8	1066	0.8%	No
KCNE2		2	2	1066	0.2%	No
RGS13		2	2	1066	0.2%	No
EIF3G		3	3	1066	0.3%	No
RGS12		7	7	1066	0.7%	No
RHAG		1	1	1066	<0.1%	No
UBE2V2		4	4	1066	0.4%	No
EIF3D		5	4	1066	0.4%	No
RGS16		4	4	1066	0.4%	No
EIF3F		1	1	1066	<0.1%	No
AQP3		1	1	1066	<0.1%	No
SLC12A6		11	10	1066	0.9%	No
AQP4		2	2	1066	0.2%	No
AQP5		2	2	1066	0.2%	No
AQP6		3	3	1066	0.3%	No
AQP7		1	1	1066	<0.1%	No
AR		8	8	1066	0.8%	Yes
ABCC6		6	6	1066	0.6%	No
ARAF		8	8	1066	0.8%	Yes
CHAC2		2	2	1066	0.2%	No
UBE2G2		1	1	1066	<0.1%	No
ALDH4A1		1	1	1066	<0.1%	No
UBE2G1		2	2	1066	0.2%	No
DMTF1		2	2	1066	0.2%	No
TNKS		6	5	1066	0.5%	No
RHO		4	4	1066	0.4%	No
SUMO1		1	1	1066	<0.1%	No
VAMP4		1	1	1066	<0.1%	No
UBTF		10	9	1066	0.8%	No
SLC4A4		14	14	1066	1.3%	No
GRK1		10	9	1066	0.8%	No
UBP1		9	7	1066	0.7%	No
EIF4G3		12	11	1066	1.0%	No
RIT2		1	1	1066	<0.1%	No
STX10		2	2	1066	0.2%	No
RLN1		2	2	1066	0.2%	No
BECN1		2	2	1066	0.2%	No
RIT1		2	2	1066	0.2%	Yes
UCHL3		1	1	1066	<0.1%	No
STX16		2	2	1066	0.2%	No
RING1		1	1	1066	<0.1%	No
STX11		2	2	1066	0.2%	No
RICTOR		11	11	1066	1.0%	Yes
ARCN1		2	2	1066	0.2%	No
TRIM23		5	5	1066	0.5%	No
AREG		2	2	1066	0.2%	No
ARF1		3	3	1066	0.3%	No
ARF3		2	2	1066	0.2%	No
ARF4		1	1	1066	<0.1%	No
B4GALNT4		5	5	1066	0.5%	No
RHD		1	1	1066	<0.1%	No
RHCE		1	1	1066	<0.1%	No
UBE3A		7	7	1066	0.7%	No
RHEB		1	1	1066	<0.1%	Yes
EIF3I		7	7	1066	0.7%	No
EIF3J		1	1	1066	<0.1%	No
UCP3		2	2	1066	0.2%	No
UCP2		5	5	1066	0.5%	No
MARCO		6	6	1066	0.6%	No
PEA15		1	1	1066	<0.1%	No
UFD1		3	3	1066	0.3%	No
SRSF9		1	1	1066	<0.1%	No
KRT37		2	2	1066	0.2%	No
SLC35A2		1	1	1066	<0.1%	No
KRT36		4	4	1066	0.4%	No
UGDH		1	1	1066	<0.1%	No
UGCG		5	4	1066	0.4%	No
KRT38		2	2	1066	0.2%	No
ARF5		1	1	1066	<0.1%	No
JMJD7-PLA2G4B		2	2	1066	0.2%	No
ARG1		2	2	1066	0.2%	No
UCP1		2	2	1066	0.2%	No
ARG2		2	2	1066	0.2%	No
RHOA		10	8	1066	0.8%	Yes
RHOB		1	1	1066	<0.1%	No
RHOC		3	3	1066	0.3%	No
RLF		19	16	1066	1.5%	No
RLBP1		2	2	1066	0.2%	No
UPK1B		3	2	1066	0.2%	No
RLN2		4	4	1066	0.4%	No
UGT2B4		4	4	1066	0.4%	No
UGT2B10		6	6	1066	0.6%	No
GALNT4		1	1	1066	<0.1%	No
UGT2B7		4	3	1066	0.3%	No
UGT2B17		1	1	1066	<0.1%	No
UGT2B15		4	4	1066	0.4%	No
UMOD		5	5	1066	0.5%	No
CDC23		3	3	1066	0.3%	No
RNASE3		2	2	1066	0.2%	No
UGT8		8	6	1066	0.6%	No
S1PR4		2	2	1066	0.2%	No
RND3		5	5	1066	0.5%	No
ARHGAP1		4	3	1066	0.3%	No
ARHGAP4		4	4	1066	0.4%	No
HYAL2		4	4	1066	0.4%	No
ARHGAP5		14	11	1066	1.0%	No
ARHGAP6		6	6	1066	0.6%	No
UGP2		5	5	1066	0.5%	No
JRKL		1	1	1066	<0.1%	No
ARHGDIA		2	2	1066	0.2%	No
ARHGDIB		2	2	1066	0.2%	No
RBMXL1		5	5	1066	0.5%	No
RHOH		2	2	1066	0.2%	Yes
TCEANC		3	3	1066	0.3%	No
SPANXN2		5	5	1066	0.5%	No
SPANXN1		1	1	1066	<0.1%	No
UNG		2	2	1066	0.2%	No
COL14A1		33	23	1066	2.2%	No
RNF2		5	3	1066	0.3%	No
NR1H2		6	5	1066	0.5%	No
USP4		4	4	1066	0.4%	No
UPP1		5	5	1066	0.5%	No
BRD2		2	2	1066	0.2%	No
RNF6		6	6	1066	0.6%	No
UPK2		1	1	1066	<0.1%	No
RNASEL		8	8	1066	0.8%	No
UMPS		6	6	1066	0.6%	No
UCK2		3	3	1066	0.3%	No
SH3GLB2		3	3	1066	0.3%	No
RNASE6		2	2	1066	0.2%	No
C15ORF39		4	4	1066	0.4%	No
THAP10		3	3	1066	0.3%	No
SPIRE1		2	2	1066	0.2%	No
TMEM167B		2	2	1066	0.2%	No
NDUFA4L2		2	2	1066	0.2%	No
PNO1		2	2	1066	0.2%	No
UQCRC2		3	3	1066	0.3%	No
UQCRC1		3	3	1066	0.3%	No
LHFPL3		1	1	1066	<0.1%	No
SLC26A5		6	5	1066	0.5%	No
UQCRFS1		1	1	1066	<0.1%	No
UROD		3	2	1066	0.2%	No
ZC3H6		11	10	1066	0.9%	No
UQCRH		1	1	1066	<0.1%	No
ABCE1		6	6	1066	0.6%	No
UQCRB		2	2	1066	0.2%	No
UPK3A		1	1	1066	<0.1%	No
KCP		1	1	1066	<0.1%	No
RNPEP		3	3	1066	0.3%	No
STARD7		5	5	1066	0.5%	No
SMARCAD1		4	4	1066	0.4%	No
MEIS3		3	3	1066	0.3%	No
IFT46		2	2	1066	0.2%	No
C1GALT1		5	5	1066	0.5%	No
OTOR		2	2	1066	0.2%	No
USP1		8	8	1066	0.8%	No
DHX33		1	1	1066	<0.1%	No
USH2A		67	62	1066	5.8%	No
UROS		3	3	1066	0.3%	No
USF2		1	1	1066	<0.1%	No
USF1		5	5	1066	0.5%	No
SEMA3G		4	4	1066	0.4%	No
NCLN		1	1	1066	<0.1%	No
GPR108		5	5	1066	0.5%	No
FEM1C		1	1	1066	<0.1%	No
MCCC1		5	5	1066	0.5%	No
NMUR2		5	5	1066	0.5%	No
PAK6		1	1	1066	<0.1%	No
LXN		2	2	1066	0.2%	No
C6ORF58		3	2	1066	0.2%	No
SLC39A13		4	4	1066	0.4%	No
PTCHD3		14	13	1066	1.2%	No
TDRD9		9	7	1066	0.7%	No
KLC3		4	4	1066	0.4%	No
TMEM247		1	1	1066	<0.1%	No
MFSD2B		1	1	1066	<0.1%	No
FSD2		6	6	1066	0.6%	No
SLC22A25		9	9	1066	0.8%	No
WHAMM		2	2	1066	0.2%	No
PCARE		13	12	1066	1.1%	No
LYPD4		3	3	1066	0.3%	No
ROS1		23	20	1066	1.9%	Yes
RORC		5	5	1066	0.5%	No
ROBO2		12	11	1066	1.0%	No
ROBO1		17	15	1066	1.4%	Yes
ROM1		1	1	1066	<0.1%	No
ROCK1		11	9	1066	0.8%	No
RORB		3	3	1066	0.3%	No
SPINK14		1	1	1066	<0.1%	No
RORA		1	1	1066	<0.1%	No
C2ORF81		3	3	1066	0.3%	No
C2ORF78		6	6	1066	0.6%	No
C2ORF68		1	1	1066	<0.1%	No
MOB1B		3	3	1066	0.3%	No
ZNF764		2	2	1066	0.2%	No
STARD4		3	3	1066	0.3%	No
ASB16		1	1	1066	<0.1%	No
TSPYL6		1	1	1066	<0.1%	No
WDR36		3	3	1066	0.3%	No
BORCS7-ASMT		1	1	1066	<0.1%	No
C16ORF46		1	1	1066	<0.1%	No
LMF2		1	1	1066	<0.1%	No
GPR142		5	5	1066	0.5%	No
MSANTD3		5	4	1066	0.4%	No
SKIDA1		5	5	1066	0.5%	No
WASHC2A		5	5	1066	0.5%	No
IQCJ-SCHIP1		2	2	1066	0.2%	No
NHLRC2		6	6	1066	0.6%	No
CCDC172		5	5	1066	0.5%	No
PLA2G4E		1	1	1066	<0.1%	No
PRAMEF1		5	5	1066	0.5%	No
INTS3		9	8	1066	0.8%	No
PRAMEF2		7	7	1066	0.7%	No
WNK1		16	14	1066	1.3%	No
SOWAHC		1	1	1066	<0.1%	No
SLC38A5		4	4	1066	0.4%	No
KHDC1		4	4	1066	0.4%	No
PRR7		2	2	1066	0.2%	No
MIEF1		2	2	1066	0.2%	No
ARMCX6		2	2	1066	0.2%	No
PRICKLE1		7	7	1066	0.7%	No
PRAMEF12		3	3	1066	0.3%	No
TXNDC15		3	3	1066	0.3%	No
NLE1		1	1	1066	<0.1%	No
NDFIP1		2	2	1066	0.2%	No
NSUN4		1	1	1066	<0.1%	No
KRT20		2	2	1066	0.2%	No
MCTP1		4	4	1066	0.4%	No
ITIH5		8	8	1066	0.8%	No
GRTP1		3	3	1066	0.3%	No
ACBD4		3	3	1066	0.3%	No
PIMREG		1	1	1066	<0.1%	No
ZFHX4		61	53	1066	5.0%	No
STARD5		1	1	1066	<0.1%	No
PLEKHA5		6	5	1066	0.5%	No
THAP7		3	3	1066	0.3%	No
TBPL2		4	4	1066	0.4%	No
RNF216		2	2	1066	0.2%	No
MICALL2		5	5	1066	0.5%	No
SPX		2	2	1066	0.2%	No
DNER		3	3	1066	0.3%	No
SESTD1		4	3	1066	0.3%	No
OTOP2		5	5	1066	0.5%	No
BTF3L4		1	1	1066	<0.1%	No
CCDC74B		5	5	1066	0.5%	No
AKAP14		1	1	1066	<0.1%	No
SLC6A17		4	4	1066	0.4%	No
TSEN2		3	3	1066	0.3%	No
THUMPD2		3	3	1066	0.3%	No
TRMT13		3	3	1066	0.3%	No
CHPF2		1	1	1066	<0.1%	No
GEMIN7		1	1	1066	<0.1%	No
ACTR3C		2	1	1066	<0.1%	No
LRRC74A		5	5	1066	0.5%	No
KATNBL1		2	2	1066	0.2%	No
DGCR8		5	5	1066	0.5%	No
ELMO3		1	1	1066	<0.1%	No
PHLDB2		11	10	1066	0.9%	No
RCCD1		1	1	1066	<0.1%	No
LYSMD1		7	5	1066	0.5%	No
TAS2R60		2	2	1066	0.2%	No
ZNF34		6	6	1066	0.6%	No
FBXO31		2	2	1066	0.2%	Yes
OTULINL		1	1	1066	<0.1%	No
UGT2B28		2	2	1066	0.2%	No
HEATR5B		12	12	1066	1.1%	No
PRMT7		2	2	1066	0.2%	No
